id,title,original_title,release_date,year,vote_average,vote_count,popularity,overview,genres,director,poster_path,backdrop_path,runtime,status,production_companies
1155050,Mucikari,Mucikari,2023-04-10,2023,0.0,0,0.11,Kelas Bintang kembali hadir dengan paket drama berjudul Mucikari,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/xKQFzWqvuCrzsa77fLCX5ryjjF7.jpg,,55,Released,Kelas Bintang
1223381,Tumbas,Tumbas,2023-12-28,2023,0.0,0,0.11,"Suatu hari Banyu (10) dan Saka (10) secara bersamaan mendapatkan tugas dari ibu mereka masing-masing untuk membeli minyak dan garam. Warung langganan mereka tutup. Banyu dan Saka tidak punya pilihan selain ""tumbas"" ke warung Mbah Warno (60) yang terkenal galak. Akankah perjalanan ""tumbas"" Banyu dan Saka akan baik-baik saja?","Komedi, Drama",Riza Pahlevi,https://image.tmdb.org/t/p/w500/2Cp4fzxfXk5lzAji09O3BCtrFQL.jpg,,11,Released,"Relive Pictures, 2359 Artwork"
1289445,Lintas Imaji,Lintas Imaji,2023-02-08,2023,0.0,0,0.1,"Dalam keterbatasan penglihatannya, Aulia Rachmi, salah satu anggota SAT Adhirajasa (enam penyandang disabilitas netra yang hobi menonton dan membuat film) memulai perjalanan membuat film pertamanya dengan dukungan orang-orang disekitarnya.",Dokumenter,Tri Yuni Aulia,https://image.tmdb.org/t/p/w500/hmRyxoUPf5KrPS8xVgJvFnzVv4T.jpg,https://image.tmdb.org/t/p/original/o2BfsTIB0MIO4mAldui0NfeRwki.jpg,14,Released,Kanal Pictures
1127582,Pahlawan di Jalan Sepi,Pahlawan di Jalan Sepi,2023-04-26,2023,0.0,0,0.11,"Seorang wanita mengalami kekerasan oleh suaminya sendiri di sebuah jalan terpencil. Seorang pria yang melintas berhasil menyelamatkanya. Namun, ada kejanggalan dengan wanita tersebut yang tidak disadari oleh sang pahlawan.  Full movie: https://www.dens.tv/movie/watch/7776/the-hero-on-a-quiet-street-rated-pg-13/g/3477/thriller","Kejahatan, Kengerian, Misteri, Percintaan",Rama DeRanau,https://image.tmdb.org/t/p/w500/usydGLZRTGXSe0SgX1q9Le5Qtur.jpg,https://image.tmdb.org/t/p/original/xUdkh2YNz2124vCMpoR0FDFhYSg.jpg,19,Released,Moestopo Productions
1434155,Reject,Reject,2023-04-28,2023,0.0,0,0.13,"Pemuda kesepian bernama Edward yang baru saja diputuskan pacarnya menjadikannya depresi. Hingga perempuan bernama Matahari datang ke hidupnya seperti membawakan sebuah cahaya terang untuknya. Lucunya, hanya dia yang bisa melihat Matahari.","Drama, Percintaan",Ardiansyah Adi Saputra,https://image.tmdb.org/t/p/w500/8D282uygqRYJ6g8qWwguLS64Fzy.jpg,https://image.tmdb.org/t/p/original/ayo51NF6v3q61emIJHZBa5J2b0.jpg,8,Released,Angkasa Pictures
1144211,"Halo, ini cerita tentang kehidupan","Halo, ini cerita tentang kehidupan",2023-06-26,2023,0.0,0,0.13,"Soni seorang remaja dengan mental terbelakang, sering diganggu oleh pemuda-pemuda berandalan di kampungnya. Para pemuda tersebut juga telah memperkosa Karin (adiknya Andre)  Andre yang merupakan tetangga Soni, menemukan ide untuk membalaskan dendamnya kepada para pemuda berandalan  tersebut.  Full movie: https://karyakarsa.com/ramaderanau/film-thriller-halo-ini-cerita-tentang-kehidupan","Kengerian, Kejahatan",Bayu Rusdianto,https://image.tmdb.org/t/p/w500/6oYsLSb7mply72sTZTgAk0Ne3pt.jpg,https://image.tmdb.org/t/p/original/4QPTuTL3iQxbQJsHAN9TGSAY3UN.jpg,16,Released,Aura Acting Class
1242373,Wewaler Remastered,Wewaler Remastered,2023-11-11,2023,7.0,1,0.1,Mengisahkan 5 cerita mengenai beberapa pemuda yang melanggar Wewaler (Pamali) dalam kehidupan sehari-hari mereka,"Komedi, Misteri",Dafa Ramadan,https://image.tmdb.org/t/p/w500/a2uxywSaZ9bnulcFkFMl1cjkm4H.jpg,https://image.tmdb.org/t/p/original/brkg4rVIbVpzuVEAdsgMZODjgNm.jpg,24,Released,Cinephile Kota Ukir
1175540,The True Story of Young Angler,The True Story of Young Angler,2023-07-19,2023,8.0,1,0.12,Seorang perempuan yang berprofesi sebagai peneliti melakukan wawancara dengan seorang pemancing yang mengaku terseret arus saat terjadi banjir bandang.,Drama,Hasan Faizal,https://image.tmdb.org/t/p/w500/pzxCVCLvepFJYJ428wElkTafIDV.jpg,https://image.tmdb.org/t/p/original/53o0H0dIOscBiWqQ0p1tLMACGNh.jpg,5,Released,Sumber Makmur Cinema
1128861,Ludah Petaka,Ludah Petaka,2023-06-15,2023,0.0,0,0.12,"Jessica dengan kasar meludah kepada seorang cowok saat makan bakso di depan kampusnya. Cinta (sahabat Jessica) merekam kejadian tersebut dengan kameranya. Cinta memang biasa membuat vlog. Kejadian Jessica meludahi cowok tersebut ternyata berujung petaka. Si cowok yang diludahi dendam. Cowok tersebut meneror Jessica, Cinta dan teman-temannya saat mereka malam-malam mengambil revisian tugas di kampus.  Full movie: https://karyakarsa.com/ramaderanau/spit-of-catastrophe-ludah-petaka-indonesian-thriller-short-film-experimental",Kengerian,Obed Richard Alexander,https://image.tmdb.org/t/p/w500/cmmg1rFWqavd93ZpV9Z9Vk1uHgJ.jpg,https://image.tmdb.org/t/p/original/iiNWN4lae38Kv979fEfbeJwlc3w.jpg,11,Released,Aura Acting Class
1162343,Kok Penasaran Sama Setan? (KoPe SaSet) Eps 2. Charlie Are You Here?,Kok Penasaran Sama Setan? (KoPe SaSet) Eps 2. Charlie Are You Here?,2023-08-09,2023,0.0,0,0.11,"Projek pembuktian urband legend Hantu Mr. Gepeng berbuntut panjang. Gita, Helmi dan Bobby dihukum dengan diberi tugas oleh Dosen (Pak Marwan) dengan menyelidiki hilangnya seorang mahasiswi yaitu Sifa.  Mereka bertiga mencoba mencari tahu hilangnya Sifa dengan menggunakan ritual urband legend yaitu: Charlie Are You Here?  Full movie: https://tiptip.id/content/585b12fa-bb67-40a6-9e0c-83b1dbf44215","Kengerian, Komedi",Bayu Rusdianto,https://image.tmdb.org/t/p/w500/wdkefhB2i90BLEri2VMvDnmNCfp.jpg,https://image.tmdb.org/t/p/original/7jvPre7rrM6vz4Q8HqbHigKPZ1T.jpg,12,Released,Aura Acting Class
1133778,Pengangguran vs Begal,Pengangguran vs Begal,2023-05-07,2023,0.0,0,0.07,"Rendy yang baru lulus SMK, hampir setiap malam keluyuran untuk menghindari tekanan bapaknya yang menyalahkannya karena masih menganggur. Selain itu bapaknya suka memukulinya ketika sedang marah.  Suatu malam Rendy mengajak dua temannya nongkrong di sebuah kafe. Sesaat kesedihan hatinya terobati saat mengobrol dan bercanda dengan kedua temannya tersebut. Namun, kesedihannya muncul lagi saat kedua temannya pulang duluan karena terlalu lama menunggu Rendy membeli rokok di warung. Tak lama muncul dua orang begal masuk ke kafe tersebut meminta uang kepadanya. Hal tersebut membuat kemarahan Rendy meledak.  Full movie: https://karyakarsa.com/IndonesianIndieMovie/film-thriller-pengangguran-vs-begal","Komedi, Kengerian",Carlos Manarisip,https://image.tmdb.org/t/p/w500/7C6p1sz6NdhBCrveBjxsp3yr5xl.jpg,https://image.tmdb.org/t/p/original/6MK9yXtAEi1NnssXzhMi1QsakPW.jpg,10,Released,Aura Acting Class
1226275,The silent sound of tarawangsa,The silent sound of tarawangsa,2023-12-20,2023,10.0,1,0.1,Tentang seorang pemuda yang mencari lagu untuk musik tradisional di kampung adatnya,Dokumenter,Bandera,https://image.tmdb.org/t/p/w500/96zGni6RWO8S93lvr7LSHvxsMv8.jpg,https://image.tmdb.org/t/p/original/z3lHdQKmU81FZQoHNV5dMcaAwpC.jpg,12,Released,Studio Kotak Rasa
1168256,Loenpia Asri,Loenpia Asri,2023-08-10,2023,0.0,0,0.2,"Dengan menjual lumpia menggunakan resep ciptaannya, seorang remaja perempuan justru meningkatkan hasil penjualan toko lumpia keluarganya tapi ditentang oleh ibu yang ingin mempertahankan cita rasa resep warisan keluarga.",Drama,Mauliya Maila,https://image.tmdb.org/t/p/w500/hHWBwjSDBNGjkR1xGj9ecnpdYxA.jpg,https://image.tmdb.org/t/p/original/3rgtOHAgM80pzWhuHGNBCxaCl6C.jpg,12,Released,"Lanyah Films, Brociz Entertainment"
1431626,Thanks For Today,Thanks For Today,2023-12-14,2023,0.0,0,0.07,"Reza dan Neisha, 2 remaja dengan latar belakang berbeda dipertemukan di perjalanan dan menghabiskan waktu mereka di Bandung.",Drama,M. Hisyam Atha,https://image.tmdb.org/t/p/w500/flgUyYpu1d8xDp6hcPUElghxGyM.jpg,https://image.tmdb.org/t/p/original/bSr8tq2GPeQAxlkRv5EvwXXDaKe.jpg,19,Released,Loba Kahayang
1368444,Welas Asih,Welas Asih,2023-05-29,2023,7.0,1,0.08,"Galuh, seorang pemuda yang sedang  menghadapi dilema hidup. Ia ingin menikahi kekasihnya, namun terjebak antara cinta dan tanggung jawabnya pada sang ibu, ia harus membuat keputusan penting yang akan mengubah hidupnya.","Drama, Keluarga",Redika Yumandwita Budiman,https://image.tmdb.org/t/p/w500/25Ov1S9JyLM8F7S8qQqR22eyxmT.jpg,https://image.tmdb.org/t/p/original/2V8Zc5knYreB3sy7Wi5kqRT2PUC.jpg,25,Released,Renjana Pictures
1224171,Feel tika’s feeling in seven minutes,Feel tika’s feeling in seven minutes,2023-03-22,2023,0.0,0,0.12,"Tika, seorang perempuan buta yang sedang merekam dirinya untuk video pertamanya di youtube, Namun ia lupa membuka tutup lensa dan hanya merekam suara dan gambar gelap saja.",Drama,AkmalPalah,https://image.tmdb.org/t/p/w500/ah0TDycDl2gSmY8QKPYidGsdbed.jpg,https://image.tmdb.org/t/p/original/rXUjcwSBjbrtUnTv8bV3jakIe0N.jpg,7,Released,Bla collective
1090893,Orang Gila Juga Manusia,Orang Gila Juga Manusia,2023-01-01,2023,0.0,0,0.08,"Orang Gila Juga Manusia adalah film pendek indonesia tahun 2023 karya sutradara Nuri Harianti, yang di produksi oleh Rintik Cinema sebuah studio pegiat film di provinsi Kepulauan Riau",,Nuri Harianti,https://image.tmdb.org/t/p/w500/jXSyLs3ZJCsuSy95wo7hha4tGXP.jpg,https://image.tmdb.org/t/p/original/gdUgWwNbKLOFjUsSf8bZ0ZWmZph.jpg,4,Released,Rintik Cinema
1083705,Diponegoro 1830,Diponegoro 1830,2023-10-09,2023,0.0,0,0.11,"Film Animasi pendek ini adalah kisah perjalanan Pangeran Diponegoro (1785-1855) setelah penangkapannya yang licik di Magelang pada hari Minggu, 28 Maret 1830. la dibawa ke Batavia melalui Semarang, perjalanan diatas laut yang tidak pernah ia lakukan sebelumnya. Lalu selama 26 hari di Balai Kota Batavia (Stadhuis), Sang Pangeran harus menunggu keputusan pemerintah Hindia-Belanda tentang nasibnya sebagai tahanan politik. Film ini berdasarkan catatan Mayor Ajudan De Stuers dan rekannya Kapten Roeps selama perjalanan mengawal Pangeran Diponegoro dari Magelang ke Batavia.","Animasi, Sejarah",Subiyanto,https://image.tmdb.org/t/p/w500/nrCwLqIySFkmk8Z1l2lNW9mUOVu.jpg,,16,Released,
1213513,Terror & Shadow,Terror & Shadow,2023-12-05,2023,0.0,0,0.11,"Mitha dan kekasihnya (Adit) pindah ke Jakarta untuk kuliah di kampus yang sama.  Di kampus tersebut Mitha berkenalan dengan seorang pemuda Bernama Rafael.  Hal tersebut membuat Adit cemburu.  Tidak hanya itu, Adit melakukan kekerasan fisik bahkan mau membunuh Mitha.  Namun, apakah itu realita atau hanya halusinasi Mitha?  Full movie:  https://karyakarsa.com/ramaderanau/terror-and-shadow-indonesian-thriller-short-film-576073","Kengerian, Percintaan",Rama DeRanau,https://image.tmdb.org/t/p/w500/zQDtt5knKBwol5rUTd8TG1NvzLr.jpg,https://image.tmdb.org/t/p/original/mPuTglC26aC7KaYz2Xig7bbZY5.jpg,14,Released,Aura Acting Class
1152324,Open VCS Part 2,Open VCS Part 2,2023-07-12,2023,0.0,0,0.11,TOGEFILM kembali hadir dengan paket drama berjudul Open VCS Part 2,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/vfZnxHkExSkdVQtMqlxivZ2ZHHQ.jpg,,20,Released,TOGEFILM
1241143,Demi Masa (In The Name of Time),Demi Masa (In The Name of Time),2023-07-17,2023,0.0,0,0.08,"Firman menjumpai seorang dukun untuk kembali ke masa lalu dan melihat istrinya, namun firman melanggar syarat dari dukun tersebut.",Drama,Shohipul Ma'ruf,https://image.tmdb.org/t/p/w500/5H7aMfo3yct9ocFraNJu0ZKz7iF.jpg,https://image.tmdb.org/t/p/original/og7UegEqlRKhKwxNzZEu1FgIK9x.jpg,6,Released,Team Creative Multimedia
1219307,PKI Madiun,PKI Madiun,2023-11-23,2023,0.0,0,0.11,PKI Madiun adalah film pendek karya sutradara Nuri Harianti yang menceritakan tentang pemberontakan PKI di madiun pada 1948,,Nuri Harianti,,,12,Released,"Rintik Cinema, Official Class MIPA"
1084818,Facticity,Facticity,2023-02-02,2023,0.0,0,0.1,"Di tepian sungai, seorang fotografer bertemu dengan seorang gadis yang gemar pergi kesana. Diskursus di hari itu menjadi ajang kontemplasi dan pelepasan dari kejadian di masa lalu.",Drama,Iqbal Keane Kembaren,https://image.tmdb.org/t/p/w500/f0KFa4Fs2kxanklxNZlZQHze35G.jpg,https://image.tmdb.org/t/p/original/i0tIrHw7DhUheWxo8vxLItG7Qun.jpg,24,Released,"JAVANIAFILMS INDONESIA, Rupa Rupa Films"
1154654,Bait Berbelit,Verse Chorus Verse,2023-01-22,2023,0.0,0,0.09,Kegagalan demi kegagalan dalam pencarian arti apa itu kebahagiaan membuat David kebingungan dan memutuskan mengurung diri. Di saat sudah menemukan jawaban yang Ia cari justru di waktu bersamaan Ia sudah berpikiran untuk menyanyikan lagu yang sulit diselesaikannya.,"Drama, Musik",Adi Febrianto,https://image.tmdb.org/t/p/w500/vVq8RUYCge0cbRqihaDAOxVkk2L.jpg,https://image.tmdb.org/t/p/original/mbBIxqhnWbEMPUtWpmthMA7gtxZ.jpg,13,Released,Oengoe Cinema Club
1135879,Dia Oh Dia,Dia Oh Dia,2023-05-22,2023,0.0,0,0.11,TOGEFILM kembali hadir dengan paket drama berjudul Dia Oh Dia,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/xLj89AJsrgKh7TZn9THc9c3Wceu.jpg,,23,Released,TOGEFILM
1231250,Looking for Europe,Looking for Europe,2023-12-15,2023,0.0,0,0.11,"Alang (19), seorang pemain Timnas sepak bola Indonesia memutuskan untuk mengikuti seleksi di klub bola Eropa namun ia kemudian menemukan fakta yang mengejutkan. Ketika ia ingin kembali bermain dengan Timnas Indonesia, ia ternyata sudah diganti oleh pemain naturalisasi.","Cerita Fiksi, Drama",Maarij Reka,https://image.tmdb.org/t/p/w500/74dbqrrbL6ojMJcq18wOYNOMCFD.jpg,,19,Released,"Veneirs Film, Januari House"
1481569,ReReReverse,ReReReverse,2023-01-01,2023,0.0,0,0.09,Seorang pria berusaha menyelamatkan hubungannya dengan memutar balikkan waktu,"Komedi, Percintaan",M. Faishal Rijal,https://image.tmdb.org/t/p/w500/ioHQIF39krBWZ7JiNMEDZsDUzCi.jpg,https://image.tmdb.org/t/p/original/5yt7TPrkicfIg2bDe1ZrdEFflT1.jpg,3,Released,
1132785,Kehidupan Kematian,The Deadly Love,2023-05-29,2023,0.0,0,0.13,"Lukman, seorang laki-laki yang baru saja meninggal mencoba mencari pacarnya di alam baka.","Komedi, Drama",Maarij Reka,https://image.tmdb.org/t/p/w500/92ZcB2ImEYCecM1fc0znMZWAJtI.jpg,https://image.tmdb.org/t/p/original/oldZ3FsUbYsSyYn9v7QMop1v3Ob.jpg,17,Released,Cinelogic Pictures
1152325,TOGEFILM - Scandal,TOGEFILM - Scandal,2023-04-21,2023,0.0,0,0.09,TOGEFILM kembali hadir dengan paket drama berjudul Scandal,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/pAINLJrA6uCc3K0TB1Bk99DfX27.jpg,,23,Released,TOGEFILM
1433770,"1, 2, 3 Senyum!","1, 2, 3 Senyum!",2023-10-04,2023,0.0,0,0.09,"Saat ini, sedikit lapangan pekerjaan yang menerima fresh graduate SMA. Abim adalah salah satu anak lelaki yang tengah mengalami hal tersebut.  Hingga akhirnya ia teringat barang peninggalan ayahnya yang bisa ia manfaatkan untuk mencari lapangan pekerjaan sendiri dalam bidang ekonomi kreatif",Drama,Ardiansyah Adi Saputra,https://image.tmdb.org/t/p/w500/PMz7xQVvcIMLql4b35wl4ZV3YC.jpg,https://image.tmdb.org/t/p/original/2qZfXkBkX0ROyP6rlCCfFt0Qjv3.jpg,10,Released,Angkasa Pictures
1079405,Supresi,Supresi,2023-01-19,2023,0.0,0,0.08,Seorang gadis berorang tua tunggal yang harus menolong ayahnya yang mengalami kecelakaan di rumah.,Drama,Bryan Kristhoporus Gondo,https://image.tmdb.org/t/p/w500/ot5nhalx1Twx0h0XHYmIS7s8Obn.jpg,https://image.tmdb.org/t/p/original/abrqQCu1kv3MfguM5OpRggjWsFp.jpg,7,Released,Kologi Production
1156426,Terlarang,Terlarang,2023-07-25,2023,0.0,0,0.1,TOGEFILM kembali hadir dengan paket drama berjudul Terlarang.,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/m8KigmPgNzn2pR02vU6kOrHG6Dq.jpg,,37,Released,TOGEFILM
1154263,Model Dewasa,Model Dewasa,2023-05-14,2023,0.0,0,0.1,TOGEFILM kembali hadir dengan paket drama berjudul Model Dewasa,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/djaLAaFDLovaGK6hgQLQyuj2URq.jpg,,27,Released,TOGEFILM
1217826,Basuki and The People He Met,Basuki and The People He Met,2023-12-06,2023,0.0,0,0.08,"Basuki (22) seorang fresh graduate dengan logat  Jawa Semarang  merantau ke kota metropolitan. Lewat online video conversation, ia  mencoba melancarkan Bahasa Indonesianya untuk interview kerja.","Komedi, Drama",Bagas Asri Ramadhan,https://image.tmdb.org/t/p/w500/h6y5bvWAGEu8TNIMu2XbsYYQwyz.jpg,,12,Released,"Brociz Entertainment, Sykil Pictures"
1057989,Jomblo Fi Sabilillah,Jomblo Fi Sabilillah,2023-09-14,2023,0.0,0,0.09,"Ali (30th) belum pernah pacaran dan tidak punya temen dekat perempuan. Babe Hasan (55th) yang khawatir  maraknya isu LGBT cemas,  kalau anak semata wayangnya disorientasi dan tidak tertarik dengan lawan jenis. Ia  memaksa Ali segera menikah dalam waktu satu bulan. Ali yang mengidap venustraphobia dan sering pingsan jika bertemu perempuan cantik, menjadi panik. Ali pun meminta bantuan pada ketiga sahabatnya Anton, Yusuf, dan Imron untuk mencarikan solusi, padahal ketiga sahabat Ali tersebut juga jomblo, alias jomblo fi sabilillah. Atas nama solidaritas, Yusuf  berusaha membujuk Anton dan Imron agar mau membantu Ali dengan berbagai cara untuk menemukan jodohnya. Padahal Yusuf sendiri sedang berjuang mendapatkan pasangan impiannya, seorang gadis manis yang telah ia kagumi dan cintai dalam diam. Lalu, bagaimana akhir nasib Ali, Yusuf, dan sahabatnya? Berhasilkah mereka mengakhiri status jomblo dan menemukan pasangan halal mereka?","Komedi, Percintaan",Jastis Arimba,https://image.tmdb.org/t/p/w500/8b1W1IllCTohkH33DFkAGK9SULL.jpg,https://image.tmdb.org/t/p/original/q0JAEOBa7DlwDu98sArh4Bb8s7x.jpg,122,Released,Warna Pictures
1100209,Kuncup Harapan,Kuncup Harapan,2023-01-27,2023,0.0,0,0.09,"Sujinem, mendedikasikan dirinya sebagai pengajar sejak tahun 1987, di sebuah Taman kanak-kanak. Dedikasinya menjadi harapan baru dalam sebuah institusi pendidikan anak dengan pembelajaran melalui pendekatan seni. Ia menceritakan dedikasinya dan hubungan timbal balik antara seorang guru TK dengan guru TK lain, murid-murid, dan lingkungan sekitar.",Dokumenter,Candhika Dhanuwijaya,https://image.tmdb.org/t/p/w500/pskhU3sCbo9uEbf8u7t2nsIQx8K.jpg,,15,Released,Cinelogic Pictures
1154674,Surti,Surti,2023-03-03,2023,0.0,0,0.09,TOGEFILM kembali hadir dengan paket drama berjudul Surti,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/sjIviIsbMYvpXCLdueUxT9Dq89p.jpg,,21,Released,TOGEFILM
1133780,Bapak Dimana?,Bapak Dimana?,2023-04-23,2023,0.0,0,0.04,"Sampai usia dua puluh tahun, Alea tetap tidak diberitahu oleh ibunya dimana  ayahnya berada. Suatu malam Alea menemukan foto seorang pria di gudang rumahnya. Alea yakin itu foto bapaknya. Alea pun mencari ayahnya di internet melalui foto tersebut.  Sampai akhirnya Alea bisa bertemu dengan teman ayahnya. Namun, teman ayahnya pun keberatan memberitahu dimana keberadaan ayahnya.  Apakah gerangan yang terjadi dengan ayahnya sehingga ibu dan teman  ayahnya merahasiakan hal tersebut?  Full movie: https://karyakarsa.com/IndonesianIndieMovie/film-drama-bapak-dimana",Drama,Sabrina Anggraini,https://image.tmdb.org/t/p/w500/cwgQQfXQd8yyajuc7oMx4aXcZlK.jpg,https://image.tmdb.org/t/p/original/dEpzx0bERjX495gPC9w9IWOhMdc.jpg,12,Released,Aura Acting Class
1140123,Perawan di Sarang Penculik,Perawan di Sarang Penculik,2023-06-14,2023,0.0,0,0.09,"Anai seorang pemuda tuna rungu adalah salah satu anggota geng penculik.  Suatu ketika korban penculikan adalah seorang pemudi bernama Muli yang juga  tuna rungu.  Anai bersama dua orang anggota penculik lainnya ditugaskan untuk menjaga Muli. Anai melindungi Muli dari tindakan tidak senonoh Amir dan Rizal. Anai pun melaporkan kejadian tersebut ke Raja.  Raja akhirnya mempercayakan Anai untuk menjaga Muli. Sementara Amir dan Rizal ditugaskan melakukan penyelidikan untuk korban yang baru. Seiring waktu Anai dan Muli akrab berkomunikasi dengan bahasa mereka.  Mereka berdua pun jatuh cinta.  Full movie: https://www.vidio.com/watch/8298711-finalist-coliffe-2023-ficsor-2023-perawan-di-sarang-penculik","Kejahatan, Kengerian",Rama DeRanau,https://image.tmdb.org/t/p/w500/8cYZx1E6tw0tJ3LkA7ZtZnjQ8ks.jpg,https://image.tmdb.org/t/p/original/jyx1c5F1ndjVcMfN53oBwcquSTR.jpg,0,Released,"Infids, Aura Acting Class"
1260755,Patgulipat,Patgulipat,2023-09-10,2023,0.0,0,0.07,"Andine (7) siswi berprestasi yang culas memiliki keinginan untuk mendapatkan sesuatu sesuai dengan keinginannya. Namun, akibat keculasannya, Ia tidak bertanggung jawab atas perbuatannya di kantin kejujuran. Lalu, apakah keinginan Andine dapat tercapai atau justru sebaliknya?",Drama,Jesica Nindita Wirawan,https://image.tmdb.org/t/p/w500/aYZx7rJpADH8HPVYfbI5rTzSgXl.jpg,https://image.tmdb.org/t/p/original/beMpHXdgvBM1jiK29vHG47Rk1gf.jpg,15,Released,Avikom Films
1156423,Adik Ipar,Adik Ipar,2023-07-25,2023,0.0,0,0.09,TOGEFILM kembali hadir dengan paket drama berjudul Adik Ipar.,"Drama, Percintaan",Tidak Diketahui,https://image.tmdb.org/t/p/w500/bIC8zD1d44sT6QRSwocjjJZMs5e.jpg,,26,Released,TOGEFILM
1272475,"Rindu, Apa Kabar?","Rindu, Apa Kabar?",2023-10-28,2023,0.0,0,0.09,Waluyo dan Soeparni tinggal di sebuah desa kecil di pulau Jawa. Mereka mencoba segala yang mereka bisa untuk menemukan putra mereka yang hilang.,"Drama, Keluarga",Ayyub Basya,https://image.tmdb.org/t/p/w500/1ae4Tm1dNhAT8mCRjpjhb7TPVAn.jpg,https://image.tmdb.org/t/p/original/kyGen8Q4KVRQVRSUm2HO6r6GHcc.jpg,24,Released,Ayyub Basya Studio
1443942,Eyesight,Eyesight,2023-10-14,2023,0.0,0,0.07,"Vina (21), seorang mahasiswa geografi yang telah kehilangan ayahnya secara  misterius. Pada suatu hari Vina mendatangi kantor dosennya untuk mengurus  beasiswanya. Namun, secara tidak sengaja ia mendengarkan percakapan sang  dosen tentang ayahnya. Karena penasaran yang besar, Vina mengambil buku dosen  tersebut. Ternyata buku itu mengungkap hal aneh tentang sebuah wilayah misterius  di kampusnya.","Drama, Misteri",M. Hisyam Atha,https://image.tmdb.org/t/p/w500/tbzDf1wp4e5YcbocBBAQftSLrb2.jpg,https://image.tmdb.org/t/p/original/4x1uAj5WvqCRujBXD8Ca2ddIKiq.jpg,22,Released,Frekuensi Production
1431746,Layar Sentuh,Layar Sentuh,2023-10-15,2023,10.0,1,0.1,"Baskara, seorang remaja populer di kalangan teman seumurannya dan sangat aktif di media sosial. Dia dikenal sebagai seorang anak yang cukup sporty dan gemar membagikan kegiatannya secara online. Namun, popularitasnya membawa Baskara ke dunia yang penuh dengan komentar dan pesan yang merendahkan, bahkan melecehkan.",Drama,Muhammad Abyndra,https://image.tmdb.org/t/p/w500/Xpv4NQo58avNx9gWxB5zQOURnL.jpg,,5,Released,Capture 5
1221616,The Boy And The Three Rituals He Goes Through,The Boy And The Three Rituals He Goes Through,2023-03-19,2023,0.0,0,0.11,When a strange date ends in penance.  Ketika sebuah kencan aneh berakhir dengan penebusan dosa.,"Cerita Fiksi, Percintaan, Kejahatan, Komedi",Dimas Wahyu Abdillah,https://image.tmdb.org/t/p/w500/8JOR37H91Bb9KJxXf3HoZFpngpU.jpg,https://image.tmdb.org/t/p/original/litH3RRGgxIzgzDkfJsPiQ14jBo.jpg,15,Released,Menes Film
1192497,DUKA,DUKA,2023-11-01,2023,0.0,0,0.04,"Di bawah bayang-bayang ketua geng organisasi pembunuh bayaran yang melegenda, empat pembunuh terampil terbiasa bekerja bersama sebagai tim yang efisien. Namun, segalanya berubah ketika sang ketua tiba-tiba meninggal dunia secara misterius. Di dalam Koper yang diwariskannya, terdapat akses ke aset digital dengan jumlah besar di Indodax, pertempuran untuk memegang kendali atas warisan mematikan dimulai. Di dunia di mana nyawa dihargai sebanyak kode-kode digital, setiap langkah dan keputusan menjadi kunci bagi nasib masing-masing. Insting membunuh mereka diuji hingga batas maksimal.","Aksi, Kejahatan",Bambang Kriswanto,https://image.tmdb.org/t/p/w500/xJBW7Dj8SnRi4lkbeC1ckQ2xJgX.jpg,https://image.tmdb.org/t/p/original/bdLYScHqEcFvv2sa4Q7aVfSLp2i.jpg,8,Released,"Studio Amarana, Mondiblanc Film Workshop, Passe Production, Java Stunt Team, 13 Scene Productions"
1052801,Kesting Oh Kesting,Kesting Oh Kesting,2023-05-17,2023,0.0,0,0.04,"Vio mempunyai mimpi untuk menjadi aktris. Vio pun mengikuti casting-casting dan shooting menjadi pemeran numpang lewat. Akan tetapi Rio, pacarnya tidak setuju dengan hal itu. Situasi pun mejadi pelik, ketika Herman sang produser berusaha merayu Vio. Untunglah ada Bagus seorang pemuda yang mempunyai mimpi yang sama dengan Vio yang selalu menemani Vio menjalani mimpinya. Apakah Vio dan Bagus akan lolos casting dan sukses menjadi aktris?  Full movie: https://karyakarsa.com/IndonesianIndieMovie/film-komedi-kesting-oh-kesting",Komedi,Zaid Adiwidiya,https://image.tmdb.org/t/p/w500/5FmuQv0YyaiNmn1jGSHEWjtMCvb.jpg,https://image.tmdb.org/t/p/original/7LL1HlIXFl8kz3N4mRwjb1fzxw8.jpg,60,Released,"Aura Entertainment (ID), Aura Acting Class"
1137208,Let's Hangout!,Nongkrong Yuk!,2023-06-10,2023,0.0,0,0.04,"Angga selalu ingin bermain bersama Satrio, tetapi Satrio selalu sibuk dengan kegiatan organisasinya.","Komedi, Drama",Muhammad Dawud Romadhony,https://image.tmdb.org/t/p/w500/xVbWxxRnQYMvKOtEALgtR92TXfy.jpg,,10,Released,Nol Derajat Film
