title,year,vote_average,vote_count,popularity,overview,genres,production_countries,poster_path
Snow White and the Huntsman,2012,5.987,8056,10.4406,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",[],[],https://image.tmdb.org/t/p/w500/wLC5EEWUt7Sx1vGfSEcyCJKpuLd.jpg
John Carter,2012,6.353,5892,10.4727,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",[],[],https://image.tmdb.org/t/p/w500/lCxz1Yus07QCQQCb6I0Dr3Lmqpx.jpg
The Impossible,2012,7.368,6511,9.8605,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",[],[],https://image.tmdb.org/t/p/w500/k0DLCiDbnYywOHiISALbl2EH2NE.jpg
Chronicle,2012,6.835,5522,9.5273,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",[],[],https://image.tmdb.org/t/p/w500/kdyrdFIt29FUmLIKvedAc2j4rpo.jpg
The Expendables 2,2012,6.35,6952,9.1052,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",[],[],https://image.tmdb.org/t/p/w500/74rTIGyGoIu5KSxDVMdr8H3MtMo.jpg
The Dictator,2012,6.212,6155,9.8402,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,[],[],https://image.tmdb.org/t/p/w500/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg
Wrath of the Titans,2012,5.75,4366,9.7578,"Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",[],[],https://image.tmdb.org/t/p/w500/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg
Life of Pi,2012,7.406,13455,9.5228,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",[],[],https://image.tmdb.org/t/p/w500/iLgRu4hhSr6V1uManX6ukDriiSc.jpg
The Perks of Being a Wallflower,2012,7.8,10857,8.5193,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",[],[],https://image.tmdb.org/t/p/w500/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg
The Lucky One,2016,7.167,3758,8.5991,A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,[],[],https://image.tmdb.org/t/p/w500/vF1ZuIkF9Z71VzVvG265xJUawb0.jpg
The Bourne Legacy,2012,6.238,5904,10.257,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,[],[],https://image.tmdb.org/t/p/w500/1aExL5DTGHj25ZfIC3dDwS84RWi.jpg
Battleship,2012,5.879,5736,8.0518,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",[],[],https://image.tmdb.org/t/p/w500/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg
Do Not Forget Me Istanbul,2012,6.9,7,6.6449,"Several directors from countries of the region were invited to create stories taking place in and around the beautiful city of Istanbul, in the vein of “Paris, je t’aime” and “New York, I love you”. They come together to remind viewers that Istanbul’s history does not belong only to the people of Turkey.",[],[],https://image.tmdb.org/t/p/w500/zVteT6gvTv6Zhag93MCoOSdQ3gX.jpg
Looper,2012,6.897,10541,8.4761,"In the year 2044, time travel has not yet been invented but in 30 years it will have been. When the mob wants to get rid of someone, they will send their target into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",[],[],https://image.tmdb.org/t/p/w500/sNjL6SqErDBE8OUZlrDLkexfsCj.jpg
The Hunger Games,2012,7.219,22722,8.1245,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.",[],[],https://image.tmdb.org/t/p/w500/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg
What to Expect When You're Expecting,2012,5.999,1826,8.0169,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",[],[],https://image.tmdb.org/t/p/w500/51kg6CdfwwrBjDDFhT44TwoAZMr.jpg
Total Recall,2012,6.026,5677,8.0147,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",[],[],https://image.tmdb.org/t/p/w500/hVUxVVzZ0WvvPIpKwsMPMDOQyqi.jpg
Cloud Atlas,2012,6.887,7302,9.5618,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",[],[],https://image.tmdb.org/t/p/w500/8naVv2Xu3rWI5JKHz0vCujx6GaJ.jpg
Secret of the Wings,2012,7.233,1328,7.0127,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,[],[],https://image.tmdb.org/t/p/w500/5q72GagtB9NM4i3z7M40EXLb3ut.jpg
Pitch Perfect,2012,7.3,6721,7.9266,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",[],[],https://image.tmdb.org/t/p/w500/gsFoJk9g8W3zgaipRrrURk7LbiF.jpg
Red Dawn,2012,5.708,1681,8.5455,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",[],[],https://image.tmdb.org/t/p/w500/aHdxKDX36NOEYE2NyAyP7ThuAcm.jpg
Safe,2012,6.496,2570,8.3437,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",[],[],https://image.tmdb.org/t/p/w500/kOCpkoMUVae9UIf85gO71SyjLbW.jpg
American Reunion,2012,6.302,4555,8.7704,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",[],[],https://image.tmdb.org/t/p/w500/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg
Underworld: Awakening,2012,6.328,4219,8.0975,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",[],[],https://image.tmdb.org/t/p/w500/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg
Lockout,2012,5.934,1905,7.5374,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",[],[],https://image.tmdb.org/t/p/w500/i5QfNIcg6hc327IWUerea0EczP4.jpg
Silent Hill: Revelation 3D,2012,5.533,1732,7.6612,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand. Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",[],[],https://image.tmdb.org/t/p/w500/2JOujdpYUeGg3886gigTAQq0na6.jpg
That's My Boy,2012,5.823,2076,8.3682,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",[],[],https://image.tmdb.org/t/p/w500/ati7KTjMaYtinjU0xDaxKp15vzN.jpg
The Reef 2: High Tide,2012,4.483,58,7.0325,"Trained in the skills of sea power, Pi the fish can fight a shark, sink a squid or batter any random predator that ever threatens his friends and neighbors on the reef. Unfortunately, being the only hero in town can take its toll, especially when a group of sharks declares that the end of the reef is soon at hand.",[],[],https://image.tmdb.org/t/p/w500/3ZmLU8yQ7R63lmjImnJzItb0jM7.jpg
Project X,2012,6.885,6594,7.8187,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",[],[],https://image.tmdb.org/t/p/w500/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg
Hitchcock,2012,6.564,1579,6.3571,"Following his great success with ""North by Northwest,"" director Alfred Hitchcock makes a daring choice for his next project: an adaptation of Robert Bloch's novel ""Psycho."" When the studio refuses to back the picture, Hitchcock decides to pay for it himself in exchange for a percentage of the profits. His wife, Alma Reville, has serious reservations about the film but supports him nonetheless. Still, the production strains the couple's marriage.",[],[],https://image.tmdb.org/t/p/w500/zlG4QzB00VM6QHUmRkKaboCOgat.jpg
