id,title_existing,original_title,release_date,year,vote_average_existing,vote_count_existing,popularity,overview_existing,genres,director,poster_path_existing,backdrop_path_existing,runtime,status,production_companies,title_tmdb,overview_tmdb,poster_path_tmdb,backdrop_path_tmdb,vote_average_tmdb,vote_count_tmdb,title,overview,poster_path,backdrop_path,vote_average,vote_count,certification
611367,Mahasiswi Baru,Mahasiswi Baru,2019-08-08,2019,6.5,6.0,0.31,"Di usianya yang sudah lanjut, LASTRI (Widyawati) ingin sekali kuliah di perguruan tinggi. Saat menjadi mahasiswi baru, Lastri bersahabat dengan DANNY (Morgan Oey), SARAH (Mikha Tambayong), ERFAN (Umay Shahab) dan REVA (Sonia Alyssa). Mereka pun membentuk sebuah geng. Geng Lastri sering membuat kehebohan di kampus dan menimbulkan kericuhan hingga anak Lastri, ANNA (Karina Suwandi), pusing menghadapi ibunya yang ikut-ikutan bandel seperti pulang larut malam dan sering keluyuran. Anna jadi sering memarahi tingkah laku Lastri seolah memarahi anaknya sendiri.","['Komedi, Drama']",Monty Tiwa,https://image.tmdb.org/t/p/w500/9WlIH3LOgkCDbbT6BCcJ9gdMXCZ.jpg,https://image.tmdb.org/t/p/original/4Qih29dPAg4Zo0f1GXFbY9DzDOU.jpg,96,Released,MNC Pictures,,,,,,,Mahasiswi Baru,"Di usianya yang sudah lanjut, LASTRI (Widyawati) ingin sekali kuliah di perguruan tinggi. Saat menjadi mahasiswi baru, Lastri bersahabat dengan DANNY (Morgan Oey), SARAH (Mikha Tambayong), ERFAN (Umay Shahab) dan REVA (Sonia Alyssa). Mereka pun membentuk sebuah geng. Geng Lastri sering membuat kehebohan di kampus dan menimbulkan kericuhan hingga anak Lastri, ANNA (Karina Suwandi), pusing menghadapi ibunya yang ikut-ikutan bandel seperti pulang larut malam dan sering keluyuran. Anna jadi sering memarahi tingkah laku Lastri seolah memarahi anaknya sendiri.",https://image.tmdb.org/t/p/w500/9WlIH3LOgkCDbbT6BCcJ9gdMXCZ.jpg,https://image.tmdb.org/t/p/original/4Qih29dPAg4Zo0f1GXFbY9DzDOU.jpg,,,
613689,Makmum,Makmum,2019-08-15,2019,5.5,10.0,1.72,"Rosa tidak pernah menghiraukan ketakutan Nurul, Nisa, dan Putri, tiga siswinya di asrama. Sampai ketika intensitas kesurupan Putri meningkat dan Rini mencoba menguak misteri tersebut.",['Kengerian'],Hadrah Daeng Ratu,https://image.tmdb.org/t/p/w500/bCoq0Lvk1Mq7bxyLnEodLkjp2XH.jpg,https://image.tmdb.org/t/p/original/5AaMLtqfXuutmImAxiIYtiCC3i3.jpg,95,Released,"Dee Company, Blue Water Films",,,,,,,Makmum,"Rosa tidak pernah menghiraukan ketakutan Nurul, Nisa, dan Putri, tiga siswinya di asrama. Sampai ketika intensitas kesurupan Putri meningkat dan Rini mencoba menguak misteri tersebut.",https://image.tmdb.org/t/p/w500/bCoq0Lvk1Mq7bxyLnEodLkjp2XH.jpg,https://image.tmdb.org/t/p/original/5AaMLtqfXuutmImAxiIYtiCC3i3.jpg,,,
725867,Makmum 2,Makmum 2,2021-12-30,2021,4.3,8.0,0.33,"Baru saja kehilangan suaminya, kesedihan Rini bertambah ketika Bibi yang membesarkannya meninggal. Saat kembali ke desa untuk berkabung, anak tunggal Rini, Hafiz, hilang dan ditemukan tak sadarkan diri di tengah hutan.",['Kengerian'],Guntur Soeharjanto,https://image.tmdb.org/t/p/w500/rhAlFq5LbNEG6YN60NXmWrFWnAr.jpg,https://image.tmdb.org/t/p/original/aUBGA4Jm2sMP4yqerl7DHcVJZjX.jpg,92,Released,"Dee Company, Blue Water Studios",,,,,,,Makmum 2,"Baru saja kehilangan suaminya, kesedihan Rini bertambah ketika Bibi yang membesarkannya meninggal. Saat kembali ke desa untuk berkabung, anak tunggal Rini, Hafiz, hilang dan ditemukan tak sadarkan diri di tengah hutan.",https://image.tmdb.org/t/p/w500/rhAlFq5LbNEG6YN60NXmWrFWnAr.jpg,https://image.tmdb.org/t/p/original/aUBGA4Jm2sMP4yqerl7DHcVJZjX.jpg,,,
388555,Malaikat Tanpa Sayap,Malaikat Tanpa Sayap,2012-02-12,2012,7.5,1.0,0.12,"Vino (Adipati Dolken) tidak terlalu dekat dengan keluarga apalagi setelah papanya, Amir (Surya Saputra) bangkrut akibat ditipu rekan bisnisnya hingga mereka pindah dari perumahan elite ke rumah kontrakan di gang. Mamanya, Mirna (Kinaryosih) justru kabur dari rumah, bahkan tega meninggalkan, Wina (Geccha Qheagaveta), putrinya yang berusia 5 tahun.","['Drama, Keluarga']",Rako Prijanto,https://image.tmdb.org/t/p/w500/2zBvopkEo32KaSlfLKLJBaGjKbT.jpg,,104,Released,Starvision Plus,,,,,,,Malaikat Tanpa Sayap,"Vino (Adipati Dolken) tidak terlalu dekat dengan keluarga apalagi setelah papanya, Amir (Surya Saputra) bangkrut akibat ditipu rekan bisnisnya hingga mereka pindah dari perumahan elite ke rumah kontrakan di gang. Mamanya, Mirna (Kinaryosih) justru kabur dari rumah, bahkan tega meninggalkan, Wina (Geccha Qheagaveta), putrinya yang berusia 5 tahun.",https://image.tmdb.org/t/p/w500/2zBvopkEo32KaSlfLKLJBaGjKbT.jpg,,,,
495797,Malam Jumat Kliwon,Malam Jumat Kliwon,2007-05-31,2007,3.0,2.0,0.16,"Malam Jumat Kliwon adalah film horor Indonesia yang dirilis pada tahun 2007. Film yang disutradarai oleh Nayato Fio Nuala ini dibintangi antara lain oleh Ben Joshua, Abimana Aryasatya dan Gracia Indri.",['Kengerian'],Nayato Fio Nuala,https://image.tmdb.org/t/p/w500/ohiYEwElMwlfYgHjzcApFUDiC9W.jpg,,90,Released,Indika Entertainment,,,,,,,Malam Jumat Kliwon,"Malam Jumat Kliwon adalah film horor Indonesia yang dirilis pada tahun 2007. Film yang disutradarai oleh Nayato Fio Nuala ini dibintangi antara lain oleh Ben Joshua, Abimana Aryasatya dan Gracia Indri.",https://image.tmdb.org/t/p/w500/ohiYEwElMwlfYgHjzcApFUDiC9W.jpg,,,,
218635,Malam Seribu Bulan,Malam Seribu Bulan,2013-09-18,2013,0.0,0.0,0.18,"Ujang dan Pujono terjerumus ke dunia hitam demi meningkatkan taraf hidup mereka. Pertemuan Ujang dan Pujono berawal ketika sama-sama dibekuk warga atas tindakan kejahatan yang mereka lakukan. Ujang kepergok saat menghipnotis orang, sedangkan Pujono ditangkap saat tertangkap basah sedang menjambret.  Mereka lalu sadar dan berjanji untuk memulai hidup baru di luar Jakarta. Untuk mengumpulkan modal usaha, Ujang dan Pujono tetap melakukan yang tidak halal meski berjanji akan mengembalikan hasilnya jika sudah sukses nanti. Di luar dugaan, warga desa yang mereka singgahi dipenuhi dengan orang-orang baik. Mereka berfikir ulang untuk melakukan kejahatan disana.",['Drama'],Wibi Aregawa,https://image.tmdb.org/t/p/w500/hT5Z2qVtzm3ZaSxFLh2gM20K5qS.jpg,,0,Released,786 Production,,,,,,,Malam Seribu Bulan,"Ujang dan Pujono terjerumus ke dunia hitam demi meningkatkan taraf hidup mereka. Pertemuan Ujang dan Pujono berawal ketika sama-sama dibekuk warga atas tindakan kejahatan yang mereka lakukan. Ujang kepergok saat menghipnotis orang, sedangkan Pujono ditangkap saat tertangkap basah sedang menjambret.  Mereka lalu sadar dan berjanji untuk memulai hidup baru di luar Jakarta. Untuk mengumpulkan modal usaha, Ujang dan Pujono tetap melakukan yang tidak halal meski berjanji akan mengembalikan hasilnya jika sudah sukses nanti. Di luar dugaan, warga desa yang mereka singgahi dipenuhi dengan orang-orang baik. Mereka berfikir ulang untuk melakukan kejahatan disana.",https://image.tmdb.org/t/p/w500/hT5Z2qVtzm3ZaSxFLh2gM20K5qS.jpg,,,,
219048,Manusia Setengah Salmon,Manusia Setengah Salmon,2013-10-09,2013,6.4,5.0,0.1,"Ketika ibunya (Dewi Irawan) memutuskan pindah dari rumah masa kecil, Dika (Raditya Dika), penulis, justru berusaha pindah dari hal-hal yang selama ini susah dilepaskan: cintanya dengan Jessica (Eriska Rein) hingga hubungannya dengan bapaknya (Bucek).  Dika membantu mencari rumah baru. Rumah yang mereka kunjungi ternyata tidak ada yang cocok. Akhirnya Dika menemukan sebuah rumah, yang menurut ibunya sempurna. Bersamaan dengan itu, Dika bertemu dengan Patricia (Kimberly Ryder) nan cantik. Pendekatan dimulai.  Ketika sudah pindah ternyata Dika tidak menyukai rumah barunya. Kenangan akan rumah lama masih membekas. Sementara itu, hubungan Dika dengan Patricia juga terganggu, karena Jessica masih membayang-bayangi. Dika pada akhirnya menyadari bahwa perjalanannya untuk pindah rumah, juga merupakan perjalanan berpindah dari hal-hal yang selama ini menahannya menuju kedewasaan.","['Percintaan, Komedi, Drama']",Herdanius Larobu,https://image.tmdb.org/t/p/w500/3V8xJIFe1GTEcB3omF4lYlPQJji.jpg,https://image.tmdb.org/t/p/original/h18ytTUv4BT2g6zbJyhpXltBOJb.jpg,100,Released,Starvision Plus,,,,,,,Manusia Setengah Salmon,"Ketika ibunya (Dewi Irawan) memutuskan pindah dari rumah masa kecil, Dika (Raditya Dika), penulis, justru berusaha pindah dari hal-hal yang selama ini susah dilepaskan: cintanya dengan Jessica (Eriska Rein) hingga hubungannya dengan bapaknya (Bucek).  Dika membantu mencari rumah baru. Rumah yang mereka kunjungi ternyata tidak ada yang cocok. Akhirnya Dika menemukan sebuah rumah, yang menurut ibunya sempurna. Bersamaan dengan itu, Dika bertemu dengan Patricia (Kimberly Ryder) nan cantik. Pendekatan dimulai.  Ketika sudah pindah ternyata Dika tidak menyukai rumah barunya. Kenangan akan rumah lama masih membekas. Sementara itu, hubungan Dika dengan Patricia juga terganggu, karena Jessica masih membayang-bayangi. Dika pada akhirnya menyadari bahwa perjalanannya untuk pindah rumah, juga merupakan perjalanan berpindah dari hal-hal yang selama ini menahannya menuju kedewasaan.",https://image.tmdb.org/t/p/w500/3V8xJIFe1GTEcB3omF4lYlPQJji.jpg,https://image.tmdb.org/t/p/original/h18ytTUv4BT2g6zbJyhpXltBOJb.jpg,,,
646696,Mariposa,Mariposa,2020-03-12,2020,6.3,8.0,0.56,"Iqbal Guanna seperti kupu-kupu Mariposa bagi Natasha Kay Loovy atau Acha. Tiap kali didekati ia selalu menghindar. Acha bertekad ingin mendapatkan hati Iqbal, seorang cowok cakep, pintar dan dikenal berhati dingin. Sahabat Acha, Amanda, berusaha mencegah niat Acha untuk mendekati Iqbal. Acha yakin, jika pun hati Iqbal sekeras batu, Acha adalah air yang menetesinya setiap waktu, hingga batu itu akan pecah dan menerima dirinya.","['Drama, Percintaan']",Fajar Bustomi,https://image.tmdb.org/t/p/w500/8qj4jcx96vhPx64lhI4GQQdsEqu.jpg,https://image.tmdb.org/t/p/original/oQ2I91gV5N4p8DDXcYw3ROrodhJ.jpg,117,Released,"Starvision Plus, Falcon Pictures",,,,,,,Mariposa,"Iqbal Guanna seperti kupu-kupu Mariposa bagi Natasha Kay Loovy atau Acha. Tiap kali didekati ia selalu menghindar. Acha bertekad ingin mendapatkan hati Iqbal, seorang cowok cakep, pintar dan dikenal berhati dingin. Sahabat Acha, Amanda, berusaha mencegah niat Acha untuk mendekati Iqbal. Acha yakin, jika pun hati Iqbal sekeras batu, Acha adalah air yang menetesinya setiap waktu, hingga batu itu akan pecah dan menerima dirinya.",https://image.tmdb.org/t/p/w500/8qj4jcx96vhPx64lhI4GQQdsEqu.jpg,https://image.tmdb.org/t/p/original/oQ2I91gV5N4p8DDXcYw3ROrodhJ.jpg,,,
268922,Marmut Merah Jambu,Marmut Merah Jambu,2014-05-08,2014,7.1,8.0,0.25,"Suatu hari Dika (Raditya Dika) datang ke rumah Ina (Anjani Dina), cinta pertamanya sewaktu SMA, membawa seribu origami burung bangau di tangan kanannya, dan undangan pernikahan Ina di tangan kirinya. Besok, Ina akan menikah. Kedatangan Dika diterima oleh Bapak Ina (Tio Pakusadewo) yang curiga kedatangan Dika untuk kasus cinta lama yang belum selesai dan berpikir bahwa Dika ingin menggagalkan pernikahan anaknya. Dika menceritakan maksud sebenarnya, yang jauh dari tuduhan Bapak Ina.  Seiring dengan Dika bercerita, kita melihat masa lalu Dika (Christoffer Nelwan). Pada masa ini, Dika SMA jatuh cinta diam-diam kepada Ina.  Di masa sekarang, seiring dengan Dika bercerita, seiring itu pula dia sadar: ada yang belum selesai dari masa lalunya. Seiring itu pula dia bertanya: benarkah cinta pertama tidak akan kemana-mana?","['Drama, Komedi, Percintaan']",Raditya Dika,https://image.tmdb.org/t/p/w500/qQ373PtHoiYg7ZAcr07CaDmWLcx.jpg,https://image.tmdb.org/t/p/original/ovgPGWTquaZzMmvOIHBFbIpUpp9.jpg,91,Released,Starvision Plus,,,,,,,Marmut Merah Jambu,"Suatu hari Dika (Raditya Dika) datang ke rumah Ina (Anjani Dina), cinta pertamanya sewaktu SMA, membawa seribu origami burung bangau di tangan kanannya, dan undangan pernikahan Ina di tangan kirinya. Besok, Ina akan menikah. Kedatangan Dika diterima oleh Bapak Ina (Tio Pakusadewo) yang curiga kedatangan Dika untuk kasus cinta lama yang belum selesai dan berpikir bahwa Dika ingin menggagalkan pernikahan anaknya. Dika menceritakan maksud sebenarnya, yang jauh dari tuduhan Bapak Ina.  Seiring dengan Dika bercerita, kita melihat masa lalu Dika (Christoffer Nelwan). Pada masa ini, Dika SMA jatuh cinta diam-diam kepada Ina.  Di masa sekarang, seiring dengan Dika bercerita, seiring itu pula dia sadar: ada yang belum selesai dari masa lalunya. Seiring itu pula dia bertanya: benarkah cinta pertama tidak akan kemana-mana?",https://image.tmdb.org/t/p/w500/qQ373PtHoiYg7ZAcr07CaDmWLcx.jpg,https://image.tmdb.org/t/p/original/ovgPGWTquaZzMmvOIHBFbIpUpp9.jpg,,,
460971,Mars Met Venus,Mars Met Venus,2017-08-03,2017,8.0,1.0,0.11,Kelvin dan Mira akan segera menikah. Lambat laun menjelang pernikahan mereka tambah sering bertengkar. Akan kah mereka bisa mengatasi perbedaan pada akhirnya?,"['Komedi, Drama, Percintaan']",Hadrah Daeng Ratu,https://image.tmdb.org/t/p/w500/1HbcMw96Pn5tptJGUZlDh8k1h87.jpg,,90,Released,MNC Pictures,,,,,,,Mars Met Venus,Kelvin dan Mira akan segera menikah. Lambat laun menjelang pernikahan mereka tambah sering bertengkar. Akan kah mereka bisa mengatasi perbedaan pada akhirnya?,https://image.tmdb.org/t/p/w500/1HbcMw96Pn5tptJGUZlDh8k1h87.jpg,,,,
480007,Mata Batin,Mata Batin,2017-11-30,2017,5.7,93.0,0.96,Seorang wanita tersiksa dengan kemampuan mata ketiga.,"['Kengerian, Cerita Seru']",Rocky Soraya,https://image.tmdb.org/t/p/w500/slZHkFm3S43zquph0Z2d1UmgVRJ.jpg,https://image.tmdb.org/t/p/original/zVITKJxmvzvi5sBECmfDK1i3wA7.jpg,112,Released,Hitmaker Studios,,,,,,,Mata Batin,Seorang wanita tersiksa dengan kemampuan mata ketiga.,https://image.tmdb.org/t/p/w500/slZHkFm3S43zquph0Z2d1UmgVRJ.jpg,https://image.tmdb.org/t/p/original/zVITKJxmvzvi5sBECmfDK1i3wA7.jpg,,,
573106,Mata Batin 2,Mata Batin 2,2019-01-11,2019,5.8,44.0,0.63,"Setelah adiknya meninggal, ALIA memutuskan untuk memulai hidup baru dengan tinggal di sebuah panti asuhan milik Bu LAKSMI dan Pak FADLI sekaligus kerja sosial di sana. Tapi Alia merasa ada yang janggal dengan panti itu. Apalagi NADIA, salah seorang anak panti yang ternyata juga memiliki mata batin terbuka seperti Alia, bisa mendengar suara misterius yang minta tolong dari seluruh dinding rumah. Alia dan Nadia pun membuka sebuah kamar misterius yang terkunci.","['Kengerian, Misteri, Cerita Seru']",Rocky Soraya,https://image.tmdb.org/t/p/w500/lDhPdH4BPQYmbmOlcBEmFf3NDsh.jpg,https://image.tmdb.org/t/p/original/gX9URsyUrxaFnZhR6DQrc2edvwK.jpg,115,Released,Hitmaker Studios,,,,,,,Mata Batin 2,"Setelah adiknya meninggal, ALIA memutuskan untuk memulai hidup baru dengan tinggal di sebuah panti asuhan milik Bu LAKSMI dan Pak FADLI sekaligus kerja sosial di sana. Tapi Alia merasa ada yang janggal dengan panti itu. Apalagi NADIA, salah seorang anak panti yang ternyata juga memiliki mata batin terbuka seperti Alia, bisa mendengar suara misterius yang minta tolong dari seluruh dinding rumah. Alia dan Nadia pun membuka sebuah kamar misterius yang terkunci.",https://image.tmdb.org/t/p/w500/lDhPdH4BPQYmbmOlcBEmFf3NDsh.jpg,https://image.tmdb.org/t/p/original/gX9URsyUrxaFnZhR6DQrc2edvwK.jpg,,,
480005,Mau Jadi Apa?,Mau Jadi Apa?,2017-11-30,2017,5.6,4.0,0.26,Seorang mahasiswa mencoba mendirikan majalah kampus yang membahas hal-hal ringan namun menemui tantangan dari majalah kampus yang lebih mapan.,"['Drama, Komedi']",Monty Tiwa,https://image.tmdb.org/t/p/w500/g8Mea7GAZzCKUkXGrEPb9HEXdka.jpg,https://image.tmdb.org/t/p/original/kHi2Z5mskHUP4o7RPtcBzg1mSMY.jpg,110,Released,"Starvision Plus, Millennia Pictures",,,,,,,Mau Jadi Apa?,Seorang mahasiswa mencoba mendirikan majalah kampus yang membahas hal-hal ringan namun menemui tantangan dari majalah kampus yang lebih mapan.,https://image.tmdb.org/t/p/w500/g8Mea7GAZzCKUkXGrEPb9HEXdka.jpg,https://image.tmdb.org/t/p/original/kHi2Z5mskHUP4o7RPtcBzg1mSMY.jpg,,,
414607,Me And You Vs The World,Me And You Vs The World,2014-04-14,2014,0.0,0.0,0.36,"Kehidupan Jeremy (Rio Dewanto) yang mulai bosan dengan pekerjaan dan rutinitas kantorannya berubah ketika dia bertemu dengan Sera (Dhea Seto) yang juga sedang mencari jati dirinya dan bosan dengan dunia remaja yang menurutnya monoton.  Awal pertemuan ketika Jeremy sedang presentasi soal rafting dengan Kepala Sekolah (Joe P. Project). Presentasi Jeremy di tolak karena dianggap terlalu berbahaya untuk anak-anak SMU, dan Sera juga ikut menolak untuk kegiatan itu. Sebenarnya Bos Jeremy (Piyu) juga menolak rencana Jeremy. Tetapi Jeremy dan Baron (Gofar Hilman) tidak menyerah.","['Petualangan, Komedi, Percintaan']",Fajar Nugros,https://image.tmdb.org/t/p/w500/nl2hRIeO2e2APURI54PyMkFIo19.jpg,https://image.tmdb.org/t/p/original/7BGPdppLsJHSZ3zDiebCISa678O.jpg,90,Released,Rapi Films,,,,,,,Me And You Vs The World,"Kehidupan Jeremy (Rio Dewanto) yang mulai bosan dengan pekerjaan dan rutinitas kantorannya berubah ketika dia bertemu dengan Sera (Dhea Seto) yang juga sedang mencari jati dirinya dan bosan dengan dunia remaja yang menurutnya monoton.  Awal pertemuan ketika Jeremy sedang presentasi soal rafting dengan Kepala Sekolah (Joe P. Project). Presentasi Jeremy di tolak karena dianggap terlalu berbahaya untuk anak-anak SMU, dan Sera juga ikut menolak untuk kegiatan itu. Sebenarnya Bos Jeremy (Piyu) juga menolak rencana Jeremy. Tetapi Jeremy dan Baron (Gofar Hilman) tidak menyerah.",https://image.tmdb.org/t/p/w500/nl2hRIeO2e2APURI54PyMkFIo19.jpg,https://image.tmdb.org/t/p/original/7BGPdppLsJHSZ3zDiebCISa678O.jpg,,,
646705,Mekah I'm Coming,Mekah I'm Coming,2020-03-05,2020,8.5,2.0,0.21,"Hubungan Eddy, pemilik usaha bengkel desa, dan Eni bisa kandas lantaran Eni akan dijodohkan dengan saudagar kaya dari kota, Pietoyo. Berkat saran Ibunya, Eddy berhasil merayu orangtua Eni dengan mengatakan akan berangkat Haji tahun ini. Faktanya, untuk mendapatkan kuota visa Haji resmi harus mengantri selama 10 tahun. Eddy memutuskan menjual bengkel tempat usahanya, dan mengambil jalur kilat. Sesampainya di Jakarta, Eddy baru sadar kalau ia ditipu. Dalam kebimbangan, Eddy harus menyembunyikan hal tersebut dari siapapun. Ia menunggu waktu yang tepat untuk pulang kampung, agar seolah-olah ia benar-benar naik Haji dan bisa segera menikahi Eni.","['Komedi, Drama']",Jeihan Angga,https://image.tmdb.org/t/p/w500/yRyyrtg53gXiAnZSpni1h0jKFCK.jpg,https://image.tmdb.org/t/p/original/krlfEfZIChCkX6hLNW2yQwayEbv.jpg,96,Released,"MD Pictures, Dapur Film",,,,,,,Mekah I'm Coming,"Hubungan Eddy, pemilik usaha bengkel desa, dan Eni bisa kandas lantaran Eni akan dijodohkan dengan saudagar kaya dari kota, Pietoyo. Berkat saran Ibunya, Eddy berhasil merayu orangtua Eni dengan mengatakan akan berangkat Haji tahun ini. Faktanya, untuk mendapatkan kuota visa Haji resmi harus mengantri selama 10 tahun. Eddy memutuskan menjual bengkel tempat usahanya, dan mengambil jalur kilat. Sesampainya di Jakarta, Eddy baru sadar kalau ia ditipu. Dalam kebimbangan, Eddy harus menyembunyikan hal tersebut dari siapapun. Ia menunggu waktu yang tepat untuk pulang kampung, agar seolah-olah ia benar-benar naik Haji dan bisa segera menikahi Eni.",https://image.tmdb.org/t/p/w500/yRyyrtg53gXiAnZSpni1h0jKFCK.jpg,https://image.tmdb.org/t/p/original/krlfEfZIChCkX6hLNW2yQwayEbv.jpg,,,
421243,Melbourne Rewind,Melbourne Rewind,2016-10-14,2016,4.0,1.0,0.2,"Gagal move on. Itulah yang dihadapi oleh Laura (Pamela Bowie), penyiar radio yang kini tinggal di Melbourne ketika mendapati, Max (Morgan Oey), cinta pertamanya muncul di hadapannya.  Ingatan masa lalu pun perlahan kembali, membawa setiap rasa cinta, rasa kesal, rasa sakit dan kehilangan. Max bukan hanya sekedar cinta pertama, tapi Max adalah orang yang berhasil membuat Laura pelan-pelan menemukan tujuan hidup.  Max menyusun setiap passion dan cita-cita Laura seperti puzzle, dan akhirnya menjadikan Laura utuh seperti dirinya sekarang. Namun ego masa muda memisahkan mereka. Max harus ke Amerika untuk mewujudkan mimpinya sebagai Lighting Designer. Dan keduanya pun setuju untuk mewujudkan mimpi di jalan masing-masing.","['Drama, Percintaan']",Danial Rifki,https://image.tmdb.org/t/p/w500/3OXvszfo716tPG3mL8zsomnJESh.jpg,https://image.tmdb.org/t/p/original/sKeKS7IzZTgQ7Vci2UcZZH0hPWh.jpg,96,Released,Rapi Films,,,,,,,Melbourne Rewind,"Gagal move on. Itulah yang dihadapi oleh Laura (Pamela Bowie), penyiar radio yang kini tinggal di Melbourne ketika mendapati, Max (Morgan Oey), cinta pertamanya muncul di hadapannya.  Ingatan masa lalu pun perlahan kembali, membawa setiap rasa cinta, rasa kesal, rasa sakit dan kehilangan. Max bukan hanya sekedar cinta pertama, tapi Max adalah orang yang berhasil membuat Laura pelan-pelan menemukan tujuan hidup.  Max menyusun setiap passion dan cita-cita Laura seperti puzzle, dan akhirnya menjadikan Laura utuh seperti dirinya sekarang. Namun ego masa muda memisahkan mereka. Max harus ke Amerika untuk mewujudkan mimpinya sebagai Lighting Designer. Dan keduanya pun setuju untuk mewujudkan mimpi di jalan masing-masing.",https://image.tmdb.org/t/p/w500/3OXvszfo716tPG3mL8zsomnJESh.jpg,https://image.tmdb.org/t/p/original/sKeKS7IzZTgQ7Vci2UcZZH0hPWh.jpg,,,
591441,MeloDylan,MeloDylan,2019-04-04,2019,5.3,3.0,0.22,"Melody pindah sekolah karena menghindari masalah, apalagi ia memiliki masa lalu yang buruk dengan David, mantan kekasihnya. Tetapi di sekolah baru, masalah kembali muncul saat Melody mengenal Dylan, cowok yang selama ini terkenal cool, suka bikin masalah namun tetap menjadi idola karena kegantengannya. Rumor tentang Dylan sudah menjadi rahasia umum. Melody dan Dylan tak menemukan titik temu dalam masalah cinta mereka, sehingga mereka sepakat untuk memutuskan hubungan mereka. Melody baru sadar bahwa cintanya pada Dylan begitu besar. Tetapi, terlambat. Dylan dikirim ayahnya kuliah ke luar negeri. Melody hanya bisa sedih melepas kepergian Dylan. Sebelum berangkat, ternyata Dylan memberikan sebuah video romantis pada Melody. Dengan vidio itu, Dylan mengungkapkan semua isi hatinya. Kejujuran Dylan membuat Melody memiliki harapan baru.",['Drama'],Fajar Nugros,https://image.tmdb.org/t/p/w500/x78YsKDgCoOdj09QRuuvAsJRpQy.jpg,https://image.tmdb.org/t/p/original/mPh7ceNY8zxwAaUipmJmTgbb1AL.jpg,92,Released,Intercept Filmcraft,,,,,,,MeloDylan,"Melody pindah sekolah karena menghindari masalah, apalagi ia memiliki masa lalu yang buruk dengan David, mantan kekasihnya. Tetapi di sekolah baru, masalah kembali muncul saat Melody mengenal Dylan, cowok yang selama ini terkenal cool, suka bikin masalah namun tetap menjadi idola karena kegantengannya. Rumor tentang Dylan sudah menjadi rahasia umum. Melody dan Dylan tak menemukan titik temu dalam masalah cinta mereka, sehingga mereka sepakat untuk memutuskan hubungan mereka. Melody baru sadar bahwa cintanya pada Dylan begitu besar. Tetapi, terlambat. Dylan dikirim ayahnya kuliah ke luar negeri. Melody hanya bisa sedih melepas kepergian Dylan. Sebelum berangkat, ternyata Dylan memberikan sebuah video romantis pada Melody. Dengan vidio itu, Dylan mengungkapkan semua isi hatinya. Kejujuran Dylan membuat Melody memiliki harapan baru.",https://image.tmdb.org/t/p/w500/x78YsKDgCoOdj09QRuuvAsJRpQy.jpg,https://image.tmdb.org/t/p/original/mPh7ceNY8zxwAaUipmJmTgbb1AL.jpg,,,
832544,Mencuri Raden Saleh,Mencuri Raden Saleh,2022-08-25,2022,7.5,32.0,0.48,Mengisahkan tentang pencurian lukisan karya Raden Saleh.,"['Kejahatan, Drama']",Angga Dwimas Sasongko,https://image.tmdb.org/t/p/w500/1fdqRcgEYNkXCnnKAzz2JtFnUv7.jpg,https://image.tmdb.org/t/p/original/wOjkbUL4tPioHwAIzDZaJsWkO8V.jpg,154,Released,"Visinema Pictures, Jagartha, Astro Shaw, blibli.com",,,,,,,Mencuri Raden Saleh,Mengisahkan tentang pencurian lukisan karya Raden Saleh.,https://image.tmdb.org/t/p/w500/1fdqRcgEYNkXCnnKAzz2JtFnUv7.jpg,https://image.tmdb.org/t/p/original/wOjkbUL4tPioHwAIzDZaJsWkO8V.jpg,,,
609619,Mendadak Kaya,Mendadak Kaya,2019-06-20,2019,5.0,2.0,0.12,"Karena sejumlah permasalahan, Doyok, Otoy, dan Ali Oncom terpaksa harus menghasilkan uang banyak dalam waktu singkat. Mereka terpaksa melakukan aksi tipu-tipu dan terlibat transaksi misterius antargangster. Peristiwa itu justru membawa keuntungan. Mereka berhasil membawa kabur uang miliyaran rupiah dan impian mereka menjadi orang kaya pun tercapai. Namun, mereka tidak paham jika kekayaan tersebut juga menghadirkan petaka.",['Komedi'],Anggy Umbara,https://image.tmdb.org/t/p/w500/xmqkOPZY7IpteyIrbbqCYKRkktu.jpg,https://image.tmdb.org/t/p/original/xfCxmeDIq0ssC7s7MRi0oxHXIwW.jpg,92,Released,"MD Pictures, Umbara Brothers Film",,,,,,,Mendadak Kaya,"Karena sejumlah permasalahan, Doyok, Otoy, dan Ali Oncom terpaksa harus menghasilkan uang banyak dalam waktu singkat. Mereka terpaksa melakukan aksi tipu-tipu dan terlibat transaksi misterius antargangster. Peristiwa itu justru membawa keuntungan. Mereka berhasil membawa kabur uang miliyaran rupiah dan impian mereka menjadi orang kaya pun tercapai. Namun, mereka tidak paham jika kekayaan tersebut juga menghadirkan petaka.",https://image.tmdb.org/t/p/w500/xmqkOPZY7IpteyIrbbqCYKRkktu.jpg,https://image.tmdb.org/t/p/original/xfCxmeDIq0ssC7s7MRi0oxHXIwW.jpg,,,
